text,label,clean_text,url_count,dot_count,has_at_symbol,urgency_flag,threat_flag,suspicious_domain_flag,caps_word_count,digit_count,special_char_count
பார்சல் டெலிவரி ஆகிவிட்டது,0,பார்சல் டெலிவரி ஆகிவிட்டது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
मीटिंग कल सुबह 10 बजे,0,मीटिंग कल सुबह 10 बजे,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ఈ సాయంత్రం ఎక్కడ కలుద్దాం?,0,ఈ సాయంత్రం ఎక్కడ కలుద్దాం?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
આઈસીઆઈસીઆઈ: કાર્ડ બ્લોક થશે. રી-એક્ટિવેટ કરો,1,આઈસીઆઈસીઆઈ: કાર્ડ બ્લોક થશે. રી-એક્ટિવેટ કરો,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
उद्या सुट्टी आहे,0,उद्या सुट्टी आहे,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ଜନ୍ମଦିନର ଶୁଭେଚ୍ଛା! ଭଲ ଦିନ ଯାଉ,0,ଜନ୍ମଦିନର ଶୁଭେଚ୍ଛା! ଭଲ ଦିନ ଯାଉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
গাড়ীৰ সেৱা কাইলৈ পুৱা 10 বজাত,0,গাড়ীৰ সেৱা কাইলৈ পুৱা 10 বজাত,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
এইচডিএফসি ব্যাংক: আপনার অ্যাকাউন্ট লক হবে। ভেরিফাই করুন,1,এইচডিএফসি ব্যাংক: আপনার অ্যাকাউন্ট লক হবে। ভেরিফাই করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
এইচডিএফচি বেংক: আপোনাৰ একাউণ্ট লক হ'ব। পৰীক্ষা কৰক,1,এইচডিএফচি বেংক: আপোনাৰ একাউণ্ট লক হ'ব। পৰীক্ষা কৰক,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
તમારું ગેસ કનેક્શન બંધ થશે। અપડેટ કરો,1,તમારું ગેસ કનેક્શન બંધ થશે। અપડેટ કરો,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आईने फोन केला होता,0,आईने फोन केला होता,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आज ऑफिस नहीं आ पाऊंगा,0,आज ऑफिस नहीं आ पाऊंगा,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apple ID locked. Verify your identity immediately,1,apple id locked. verify your identity immediately,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ଆଜି ସନ୍ଧ୍ୟାରେ କେଉଁଠି ସାକ୍ଷାତ ହେବା?,0,ଆଜି ସନ୍ଧ୍ୟାରେ କେଉଁଠି ସାକ୍ଷାତ ହେବା?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
പേടിഎം: നിങ്ങളുടെ വാലറ്റിൽ 500 രൂപ ബോണസ്. ക്ലെയിം ചെയ്യുക,1,പേടിഎം: നിങ്ങളുടെ വാലറ്റിൽ 500 രൂപ ബോണസ്. ക്ലെയിം ചെയ്യുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
பேடிஎம்: உங்கள் வாலட்டில் 500 ரூபாய் போனஸ். க்ளெய்ம் செய்யவும்,1,பேடிஎம்: உங்கள் வாலட்டில் 500 ரூபாய் போனஸ். க்ளெய்ம் செய்யவும்,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
એસબીઆઈ ચેતવણી: KYC અપડેટ જરૂરી. 24 કલાકમાં કરો,1,એસબીઆઈ ચેતવણી: kyc અપડેટ જરૂરી. 24 કલાકમાં કરો,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 രൂപ നേടി. ഇപ്പോൾ ക്ലെയിം ചെയ്യുക,1,അഭിനന്ദനങ്ങൾ! നിങ്ങൾ 50000 രൂപ നേടി. ഇപ്പോൾ ക്ലെയിം ചെയ്യുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
നാളെ അവധി,0,നാളെ അവധി,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بجلی کا بل 15 تاریخ کو دینا ہے,0,بجلی کا بل 15 تاریخ کو دینا ہے,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
GST payment pending. File return to avoid penalty,1,gst payment pending. file return to avoid penalty,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ಆಸ್ಪತ್ರೆಗೆ ಹೋಗಬೇಕು,0,ಆಸ್ಪತ್ರೆಗೆ ಹೋಗಬೇಕು,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your credit card ending 4567 was charged $250.99,0,your credit card ending 4567 was charged $250.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
તમારું પાસપોર્ટ એક્સપાયર થશે। રિન્યૂ કરો,1,તમારું પાસપોર્ટ એક્સપાયર થશે। રિન્યૂ કરો,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
வாட்ஸ்அப்: உங்கள் கணக்கு தடுக்கப்படும். சரிபார்க்கவும்,1,வாட்ஸ்அப்: உங்கள் கணக்கு தடுக்கப்படும். சரிபார்க்கவும்,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
سبزیاں لانی ہیں,0,سبزیاں لانی ہیں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
એચડીએફસી બેંક: તમારું ખાતું લોક થશે. વેરિફાઈ કરો,1,એચડીએફસી બેંક: તમારું ખાતું લોક થશે. વેરિફાઈ કરો,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
সেই ফাইলবোৰ পঠিয়াব পাৰিবনে?,0,সেই ফাইলবোৰ পঠিয়াব পাৰিবনে?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
రేపు సెలవు,0,రేపు సెలవు,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಪಾರ್ಸಲ್ ಡೆಲಿವರ್ ಆಯಿತು,0,ಪಾರ್ಸಲ್ ಡೆಲಿವರ್ ಆಯಿತು,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
നിങ്ങളുടെ പാസ്‌പോർട്ട് എക്സ്പയർ ആകും. പുതുക്കുക,1,നിങ്ങളുടെ പാസ്‌പോർട്ട് എക്സ്പയർ ആകും. പുതുക്കുക,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਅੱਜ ਰਾਤ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਮਿਲਦੇ ਹਾਂ,0,ਅੱਜ ਰਾਤ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਮਿਲਦੇ ਹਾਂ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ମା ଫୋନ କରିଥିଲେ,0,ମା ଫୋନ କରିଥିଲେ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
آج رات ریستوراں میں ملتے ہیں,0,آج رات ریستوراں میں ملتے ہیں,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
எஸ்பிஐ எச்சரிக்கை: KYC புதுப்பிப்பு அவசரம். 24 மணி நேரத்தில் செய்யவும்,1,எஸ்பிஐ எச்சரிக்கை: kyc புதுப்பிப்பு அவசரம். 24 மணி நேரத்தில் செய்யவும்,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ఐసిఐసిఐ: కార్డ్ బ్లాక్ అవుతుంది. రీ-యాక్టివేట్ చేయండి,1,ఐసిఐసిఐ: కార్డ్ బ్లాక్ అవుతుంది. రీ-యాక్టివేట్ చేయండి,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
பிளிப்கார்ட்: உங்களுக்கு 50% தள்ளுபடி கூப்பன் கிடைத்துள்ளது. இப்போதே பயன்படுத்தவும்,1,பிளிப்கார்ட்: உங்களுக்கு 50% தள்ளுபடி கூப்பன் கிடைத்துள்ளது. இப்போதே பயன்படுத்தவும்,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ಆ ಫೈಲ್‌ಗಳನ್ನು ಕಳುಹಿಸಬಲ್ಲಿರಾ?,0,ಆ ಫೈಲ್‌ಗಳನ್ನು ಕಳುಹಿಸಬಲ್ಲಿರಾ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ਪਾਰਸਲ ਡਿਲੀਵਰ ਹੋ ਗਿਆ,0,ਪਾਰਸਲ ਡਿਲੀਵਰ ਹੋ ਗਿਆ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ଆପଣଙ୍କ ଗ୍ୟାସ ସବସିଡି ବନ୍ଦ ହେବ। ଅପଡେଟ୍ କରନ୍ତୁ,1,ଆପଣଙ୍କ ଗ୍ୟାସ ସବସିଡି ବନ୍ଦ ହେବ। ଅପଡେଟ୍ କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
আপনার ব্যাংক অ্যাকাউন্ট বন্ধ করা হবে। এখনই ক্লিক করুন,1,আপনার ব্যাংক অ্যাকাউন্ট বন্ধ করা হবে। এখনই ক্লিক করুন,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Team meeting at 4 PM today via Zoom,0,team meeting at 4 pm today via zoom,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
കാർ സർവീസ് നാളെ രാവിലെ 10 മണിക്ക്,0,കാർ സർവീസ് നാളെ രാവിലെ 10 മണിക്ക്,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
શાકભાજી લેતા આવજે,0,શાકભાજી લેતા આવજે,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ಭದ್ರತಾ ಎಚ್ಚರಿಕೆ: ಅಸಾಮಾನ್ಯ ಚಟುವಟಿಕೆ. ತಕ್ಷಣ ಪರಿಶೀಲಿಸಿ,1,ಭದ್ರತಾ ಎಚ್ಚರಿಕೆ: ಅಸಾಮಾನ್ಯ ಚಟುವಟಿಕೆ. ತಕ್ಷಣ ಪರಿಶೀಲಿಸಿ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
आपको 1 करोड़ का लॉटरी जीता। डिटेल्स के लिए क्लिक करें,1,आपको 1 करोड़ का लॉटरी जीता। डिटेल्स के लिए क्लिक करें,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ನಾಳೆ ರಜೆ,0,ನಾಳೆ ರಜೆ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
फोनपे: तुमच्या अकाउंटमध्ये संशयास्पद क्रियाकलाप। चेक करा,1,फोनपे: तुमच्या अकाउंटमध्ये संशयास्पद क्रियाकलाप। चेक करा,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
మీ ఖాతా నిలిపివేయబడింది. ఇక్కడ క్లిక్ చేయండి,1,మీ ఖాతా నిలిపివేయబడింది. ఇక్కడ క్లిక్ చేయండి,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ସେହି ଫାଇଲଗୁଡିକ ପଠାଇ ପାରିବେ କି?,0,ସେହି ଫାଇଲଗୁଡିକ ପଠାଇ ପାରିବେ କି?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ପରୀକ୍ଷା ଫଳାଫଳ କାଲି,0,ପରୀକ୍ଷା ଫଳାଫଳ କାଲି,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congratulations! You won $10000. Claim now,1,congratulations! you won $10000. claim now,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
ಫ್ಲಿಪ್‌ಕಾರ್ಟ್: ನಿಮಗೆ 50% ಡಿಸ್ಕೌಂಟ್ ಕೂಪನ್ ಸಿಕ್ಕಿದೆ. ಈಗಲೇ ಬಳಸಿ,1,ಫ್ಲಿಪ್‌ಕಾರ್ಟ್: ನಿಮಗೆ 50% ಡಿಸ್ಕೌಂಟ್ ಕೂಪನ್ ಸಿಕ್ಕಿದೆ. ಈಗಲೇ ಬಳಸಿ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ফোনপে: আপোনাক 5000 টকা কেশ্বেক। লিংকত ক্লিক কৰক,1,ফোনপে: আপোনাক 5000 টকা কেশ্বেক। লিংকত ক্লিক কৰক,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
તમારું ઇલેક્શન આઇડી સ્થગિત કરાશે। તરત જ વેરિફાઈ કરો,1,તમારું ઇલેક્શન આઇડી સ્થગિત કરાશે। તરત જ વેરિફાઈ કરો,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ஜிம் உறுப்பினர் அடுத்த வாரம் காலாவதியாகிறது,0,ஜிம் உறுப்பினர் அடுத்த வாரம் காலாவதியாகிறது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
నిన్న సహాయానికి ధన్యవాదాలు,0,నిన్న సహాయానికి ధన్యవాదాలు,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ਇਮਤਿਹਾਨ ਦਾ ਨਤੀਜਾ ਕੱਲ੍ਹ,0,ਇਮਤਿਹਾਨ ਦਾ ਨਤੀਜਾ ਕੱਲ੍ਹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Internet bill paid successfully. Next due: April 10,0,internet bill paid successfully. next due: april 10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
तुमचा पासपोर्ट अपडेट करणे आवश्यक। क्लिक करा,1,तुमचा पासपोर्ट अपडेट करणे आवश्यक। क्लिक करा,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ଫ୍ଲିପକାର୍ଟ: ଆପଣଙ୍କୁ 50% ଡିସ୍କାଉଣ୍ଟ କୁପନ ମିଳିଛି। ବର୍ତ୍ତମାନ ବ୍ୟବହାର କରନ୍ତୁ,1,ଫ୍ଲିପକାର୍ଟ: ଆପଣଙ୍କୁ 50% ଡିସ୍କାଉଣ୍ଟ କୁପନ ମିଳିଛି। ବର୍ତ୍ତମାନ ବ୍ୟବହାର କରନ୍ତୁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
எச்டிஎஃப்சி வங்கி: உங்கள் கணக்கு பூட்டப்படும். சரிபார்க்கவும்,1,எச்டிஎஃப்சி வங்கி: உங்கள் கணக்கு பூட்டப்படும். சரிபார்க்கவும்,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Swiggy: Exclusive offer! 50% off on next 3 orders,1,swiggy: exclusive offer! 50% off on next 3 orders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
